146,0.040130615234375,acctran,stratigraphy,Age
162,0.00532913208007812,deltran,stratigraphy,Age
152,0.0204124450683594,gradual,stratigraphy,Age
160,0.00714492797851562,proximity,stratigraphy,Age
151,0.0229873657226562,punctuated,stratigraphy,Age
150,0.0258216857910156,random,stratigraphy,Age
146,0.303815841674805,acctran,duration,Age
138,0.452367782592773,deltran,duration,Age
155,0.064607095537442,gradual,duration,Age
175,0.0384378433227539,proximity,duration,Age
160,0.128078460693359,punctuated,duration,Age
147,0.287734031677246,random,duration,Age
84,0.679428100585938,acctran,number,Age
101,0.513591682337011,deltran,number,Age
116,0.191378953258895,gradual,number,Age
101,0.513591682337011,proximity,number,Age
105,0.407978222352498,punctuated,number,Age
111,0.276260224405267,random,number,Age
25,0.3828125,acctran,stratigraphy,Epoch
27,0.25,deltran,stratigraphy,Epoch
28,0.1953125,gradual,stratigraphy,Epoch
23,0.546875,proximity,stratigraphy,Epoch
29,0.1484375,punctuated,stratigraphy,Epoch
28,0.1953125,random,stratigraphy,Epoch
20,0.84375,acctran,duration,Epoch
26,0.3125,deltran,duration,Epoch
29,0.1484375,gradual,duration,Epoch
28,0.1953125,proximity,duration,Epoch
30,0.109375,punctuated,duration,Epoch
23,0.546875,random,duration,Epoch
18,1,acctran,number,Epoch
25,0.3828125,deltran,number,Epoch
21,0.7421875,gradual,number,Epoch
18,1,proximity,number,Epoch
25,0.3828125,punctuated,number,Epoch
17,0.9453125,random,number,Epoch
146,0.040130615234375,acctran,stratigraphy,Age
162,0.00532913208007812,deltran,stratigraphy,Age
152,0.0204124450683594,gradual.split,stratigraphy,Age
160,0.00714492797851562,proximity,stratigraphy,Age
151,0.0229873657226562,equal.split,stratigraphy,Age
150,0.0258216857910156,random,stratigraphy,Age
146,0.303815841674805,acctran,duration,Age
138,0.452367782592773,deltran,duration,Age
155,0.064607095537442,gradual.split,duration,Age
175,0.0384378433227539,proximity,duration,Age
160,0.128078460693359,equal.split,duration,Age
147,0.287734031677246,random,duration,Age
84,0.679428100585938,acctran,number,Age
101,0.513591682337011,deltran,number,Age
116,0.191378953258895,gradual.split,number,Age
101,0.513591682337011,proximity,number,Age
105,0.407978222352498,equal.split,number,Age
111,0.276260224405267,random,number,Age
25,0.3828125,acctran,stratigraphy,Epoch
27,0.25,deltran,stratigraphy,Epoch
28,0.1953125,gradual.split,stratigraphy,Epoch
23,0.546875,proximity,stratigraphy,Epoch
29,0.1484375,equal.split,stratigraphy,Epoch
28,0.1953125,random,stratigraphy,Epoch
20,0.84375,acctran,duration,Epoch
26,0.3125,deltran,duration,Epoch
29,0.1484375,gradual.split,duration,Epoch
28,0.1953125,proximity,duration,Epoch
30,0.109375,equal.split,duration,Epoch
23,0.546875,random,duration,Epoch
18,1,acctran,number,Epoch
25,0.3828125,deltran,number,Epoch
21,0.7421875,gradual.split,number,Epoch
18,1,proximity,number,Epoch
25,0.3828125,equal.split,number,Epoch
17,0.9453125,random,number,Epoch
